rgn_id,year,score,
71,2012,0.896993438,
71,2013,0.894247151,
71,2014,0.891500865,
71,2015,0.888754578,
71,2016,0.886008292,
71,2017,0.883262005,
71,2018,0.880515718,
71,2019,0.877769432,
71,2020,0.875023145,
71,2021,0.872276858,
71,2022,0.869530572,
72,2012,0.887998144,
72,2013,0.885933139,
72,2014,0.883868134,
72,2015,0.88180313,
72,2016,0.879738125,
72,2017,0.87767312,
72,2018,0.875608116,
72,2019,0.873543111,
72,2020,0.871478107,
72,2021,0.869413102,
72,2022,0.867348097,
73,2012,0.822461512,
73,2013,0.82267327,
73,2014,0.822885028,
73,2015,0.823096786,
73,2016,0.823308544,
73,2017,0.823520302,
73,2018,0.82373206,
73,2019,0.823943817,
73,2020,0.824155575,
73,2021,0.824367333,
73,2022,0.824579091,
74,2012,0.866506826,
74,2013,0.863017626,
74,2014,0.859528426,
74,2015,0.856039226,
74,2016,0.852550026,
74,2017,0.849060825,
74,2018,0.845571625,
74,2019,0.842082425,
74,2020,0.838593225,
74,2021,0.835104025,
74,2022,0.831614825,
75,2012,0.891372557,
75,2013,0.888095988,
75,2014,0.88481942,
75,2015,0.881542851,
75,2016,0.878266282,
75,2017,0.874989714,
75,2018,0.871713145,
75,2019,0.868436576,
75,2020,0.865160008,
75,2021,0.861883439,
75,2022,0.85860687,
76,2012,0.792289585,
76,2013,0.787410876,
76,2014,0.782532168,
76,2015,0.777653459,
76,2016,0.772774751,
76,2017,0.767896042,
76,2018,0.763017333,
76,2019,0.758138625,
76,2020,0.753259916,
76,2021,0.748381208,
76,2022,0.743502499,
77,2012,0.719742782,
77,2013,0.713134339,
77,2014,0.706525895,
77,2015,0.699917452,
77,2016,0.693309008,
77,2017,0.686700565,
77,2018,0.680092122,
77,2019,0.673483678,
77,2020,0.666875235,
77,2021,0.660266791,
77,2022,0.653658348,
78,2012,0.690351534,
78,2013,0.682962505,
78,2014,0.675573477,
78,2015,0.668184449,
78,2016,0.66079542,
78,2017,0.653406392,
78,2018,0.646017364,
78,2019,0.638628335,
78,2020,0.631239307,
78,2021,0.623850279,
78,2022,0.61646125,
79,2012,0.708851566,
79,2013,0.702146348,
79,2014,0.695441129,
79,2015,0.68873591,
79,2016,0.682030692,
79,2017,0.675325473,
79,2018,0.668620254,
79,2019,0.661915036,
79,2020,0.655209817,
79,2021,0.648504598,
79,2022,0.64179938,
80,2012,0.714603094,
80,2013,0.707961678,
80,2014,0.701320262,
80,2015,0.694678846,
80,2016,0.68803743,
80,2017,0.681396013,
80,2018,0.674754597,
80,2019,0.668113181,
80,2020,0.661471765,
80,2021,0.654830349,
80,2022,0.648188932,
81,2012,0.664438889,
81,2013,0.656550573,
81,2014,0.648662257,
81,2015,0.640773941,
81,2016,0.632885625,
81,2017,0.62499731,
81,2018,0.617108994,
81,2019,0.609220678,
81,2020,0.601332362,
81,2021,0.593444046,
81,2022,0.585555731,
82,2012,0.751819281,
82,2013,0.746434093,
82,2014,0.741048906,
82,2015,0.735663719,
82,2016,0.730278531,
82,2017,0.724893344,
82,2018,0.719508157,
82,2019,0.714122969,
82,2020,0.708737782,
82,2021,0.703352594,
82,2022,0.697967407,
84,2012,0.687744347,
84,2013,0.681397626,
84,2014,0.675050905,
84,2015,0.668704183,
84,2016,0.662357462,
84,2017,0.65601074,
84,2018,0.649664019,
84,2019,0.643317298,
84,2020,0.636970576,
84,2021,0.630623855,
84,2022,0.624277134,
85,2012,0.752550885,
85,2013,0.751468906,
85,2014,0.750386927,
85,2015,0.749304949,
85,2016,0.74822297,
85,2017,0.747140991,
85,2018,0.746059013,
85,2019,0.744977034,
85,2020,0.743895055,
85,2021,0.742813077,
85,2022,0.741731098,
86,2012,0.765274833,
86,2013,0.764206294,
86,2014,0.763137756,
86,2015,0.762069217,
86,2016,0.761000679,
86,2017,0.75993214,
86,2018,0.758863602,
86,2019,0.757795064,
86,2020,0.756726525,
86,2021,0.755657987,
86,2022,0.754589448,
88,2012,0.713026144,
88,2013,0.713645683,
88,2014,0.714265222,
88,2015,0.714884761,
88,2016,0.715504299,
88,2017,0.716123838,
88,2018,0.716743377,
88,2019,0.717362916,
88,2020,0.717982455,
88,2021,0.718601994,
88,2022,0.719221533,
89,2012,0.795786458,
89,2013,0.797526369,
89,2014,0.799266281,
89,2015,0.801006192,
89,2016,0.802746104,
89,2017,0.804486015,
89,2018,0.806225926,
89,2019,0.807965838,
89,2020,0.809705749,
89,2021,0.811445661,
89,2022,0.813185572,
90,2012,0.782699225,
90,2013,0.783152192,
90,2014,0.783605159,
90,2015,0.784058126,
90,2016,0.784511093,
90,2017,0.78496406,
90,2018,0.785417027,
90,2019,0.785869994,
90,2020,0.786322961,
90,2021,0.786775928,
90,2022,0.787228894,
91,2012,0.781515055,
