"rgn_id","habitat","extent_rank","layer"
121,"coral",13.972012344,"element_wts_cp_km2_x_protection"
122,"coral",94.31108332,"element_wts_cp_km2_x_protection"
123,"coral",62.87405556,"element_wts_cp_km2_x_protection"
124,"coral",111.77609876,"element_wts_cp_km2_x_protection"
125,"coral",213.07318828,"element_wts_cp_km2_x_protection"
126,"coral",118.76210492,"element_wts_cp_km2_x_protection"
127,"coral",129.2411142,"element_wts_cp_km2_x_protection"
129,"coral",2494.0042036,"element_wts_cp_km2_x_protection"
130,"coral",237.52420988,"element_wts_cp_km2_x_protection"
131,"coral",1868.7566512,"element_wts_cp_km2_x_protection"
132,"coral",3828.3313828,"element_wts_cp_km2_x_protection"
133,"coral",2696.7384476,"element_wts_cp_km2_x_protection"
135,"coral",4109.825276,"element_wts_cp_km2_x_protection"
136,"coral",4.3902752,"element_wts_cp_km2_x_protection"
137,"coral",482.034426,"element_wts_cp_km2_x_protection"
139,"coral",1404.1872408,"element_wts_cp_km2_x_protection"
140,"coral",778.9396884,"element_wts_cp_km2_x_protection"
146,"coral",143.21312652,"element_wts_cp_km2_x_protection"
147,"coral",12033.395632,"element_wts_cp_km2_x_protection"
148,"coral",768.4606788,"element_wts_cp_km2_x_protection"
149,"coral",6.986006172,"element_wts_cp_km2_x_protection"
150,"coral",300.39826544,"element_wts_cp_km2_x_protection"
151,"coral",192.11516976,"element_wts_cp_km2_x_protection"
152,"coral",799.8977068,"element_wts_cp_km2_x_protection"
153,"coral",1026.9429072,"element_wts_cp_km2_x_protection"
154,"coral",55.8880494,"element_wts_cp_km2_x_protection"
155,"coral",4058.869588,"element_wts_cp_km2_x_protection"
156,"coral",352.79331172,"element_wts_cp_km2_x_protection"
157,"coral",324.84928704,"element_wts_cp_km2_x_protection"
158,"coral",34.930030864,"element_wts_cp_km2_x_protection"
159,"coral",310.87727468,"element_wts_cp_km2_x_protection"
161,"coral",1655.6834628,"element_wts_cp_km2_x_protection"
163,"coral",16308.831412,"element_wts_cp_km2_x_protection"
164,"coral",3501.5312344,"element_wts_cp_km2_x_protection"
166,"coral",1763.9665584,"element_wts_cp_km2_x_protection"
171,"coral",2825.8394968,"element_wts_cp_km2_x_protection"
190,"coral",590.3175216,"element_wts_cp_km2_x_protection"
191,"coral",412.174364,"element_wts_cp_km2_x_protection"
202,"coral",7268.939424,"element_wts_cp_km2_x_protection"
203,"coral",4939.106364,"element_wts_cp_km2_x_protection"
204,"coral",20.958018516,"element_wts_cp_km2_x_protection"
205,"coral",2424.144142,"element_wts_cp_km2_x_protection"
206,"coral",6811.35602,"element_wts_cp_km2_x_protection"
207,"coral",1697.5995,"element_wts_cp_km2_x_protection"
208,"coral",10.47900926,"element_wts_cp_km2_x_protection"
209,"coral",1512.4703364,"element_wts_cp_km2_x_protection"
210,"coral",4212.561724,"element_wts_cp_km2_x_protection"
212,"coral",6895.188092,"element_wts_cp_km2_x_protection"
214,"coral",9249.472172,"element_wts_cp_km2_x_protection"
215,"coral",6.986006172,"element_wts_cp_km2_x_protection"
