"rgn_id","habitat","extent_rank","layer"
138,"tidal flat",9978.20411214829,"element_wts_cs_km2_x_storage"
139,"tidal flat",70018.0526611328,"element_wts_cs_km2_x_storage"
147,"tidal flat",38069.7706048965,"element_wts_cs_km2_x_storage"
151,"tidal flat",90.0682166546584,"element_wts_cs_km2_x_storage"
152,"tidal flat",352.679583144188,"element_wts_cs_km2_x_storage"
155,"tidal flat",84957.9320718765,"element_wts_cs_km2_x_storage"
156,"tidal flat",381.300470548869,"element_wts_cs_km2_x_storage"
162,"tidal flat",208088.314085293,"element_wts_cs_km2_x_storage"
163,"tidal flat",1400979.61456921,"element_wts_cs_km2_x_storage"
164,"tidal flat",8847.75572052002,"element_wts_cs_km2_x_storage"
166,"tidal flat",1940.96427326202,"element_wts_cs_km2_x_storage"
167,"tidal flat",140473.673291015,"element_wts_cs_km2_x_storage"
168,"tidal flat",113612.34998169,"element_wts_cs_km2_x_storage"
169,"tidal flat",71361.3824432373,"element_wts_cs_km2_x_storage"
171,"tidal flat",751177.284103394,"element_wts_cs_km2_x_storage"
172,"tidal flat",111346.690744019,"element_wts_cs_km2_x_storage"
173,"tidal flat",8447.90983695983,"element_wts_cs_km2_x_storage"
174,"tidal flat",407.818628120423,"element_wts_cs_km2_x_storage"
175,"tidal flat",137877.142492676,"element_wts_cs_km2_x_storage"
176,"tidal flat",594433.724682618,"element_wts_cs_km2_x_storage"
177,"tidal flat",226056.656430054,"element_wts_cs_km2_x_storage"
178,"tidal flat",5281.82672576904,"element_wts_cs_km2_x_storage"
179,"tidal flat",264320.21732483,"element_wts_cs_km2_x_storage"
180,"tidal flat",552715.446948243,"element_wts_cs_km2_x_storage"
181,"tidal flat",109367.844824219,"element_wts_cs_km2_x_storage"
182,"tidal flat",36394.0210735425,"element_wts_cs_km2_x_storage"
183,"tidal flat",44567.9925325394,"element_wts_cs_km2_x_storage"
184,"tidal flat",37035.3276706218,"element_wts_cs_km2_x_storage"
186,"tidal flat",2860.5511327684,"element_wts_cs_km2_x_storage"
187,"tidal flat",749.296856093407,"element_wts_cs_km2_x_storage"
