rgn_id,year,w_fis
8,2019,0.993127621
9,2005,1
9,2006,1
9,2007,1
9,2008,1
9,2009,1
9,2010,1
9,2011,1
9,2012,1
9,2013,1
9,2014,1
9,2015,1
9,2016,1
9,2017,1
9,2018,1
9,2019,1
10,2005,0.999986815
10,2006,1
10,2007,1
10,2008,1
10,2009,1
10,2010,1
10,2011,0.999988555
10,2012,0.999998188
10,2013,0.999997514
10,2014,0.999998019
10,2015,0.999995804
10,2016,0.999996913
10,2017,0.999992293
10,2018,0.99999765
10,2019,0.999579724
11,2005,1
11,2006,1
11,2007,1
11,2008,1
11,2009,1
11,2010,1
11,2011,1
11,2012,1
11,2013,0.999990788
11,2014,0.999998592
11,2015,0.999923212
11,2016,0.999957461
11,2017,0.999955064
11,2018,1
11,2019,0.998404652
12,2005,1
12,2006,1
12,2007,1
12,2008,1
12,2009,1
12,2010,1
12,2011,1
12,2012,1
12,2013,1
12,2014,1
12,2015,1
12,2016,1
12,2017,1
12,2018,1
12,2019,1
13,2005,0.907798334
13,2006,0.911192108
13,2007,0.897060595
13,2008,0.85132479
13,2009,0.858120946
13,2010,0.842875507
13,2011,0.836632977
13,2012,0.848522949
13,2013,0.880604588
13,2014,0.887434527
13,2015,0.825331166
13,2016,0.955034402
13,2017,0.986896779
13,2018,0.878559747
13,2019,0.861335261
14,2005,0.691935829
14,2006,0.682104202
14,2007,0.600074881
14,2008,0.582666945
14,2009,0.56462447
14,2010,0.500963339
14,2011,0.505706395
14,2012,0.79859361
14,2013,0.762217737
14,2014,0.811472096
14,2015,0.82616318
14,2016,0.791888027
14,2017,0.799889298
14,2018,0.792532453
14,2019,0.808764021
15,2005,0.806015906
15,2006,0.790147789
15,2007,0.798638594
15,2008,0.799233135
15,2009,0.797343401
15,2010,0.791956559
15,2011,0.764042973
15,2012,0.752969294
15,2013,0.757191281
15,2014,0.760718959
15,2015,0.751272531
15,2016,0.742325304
15,2017,0.735687702
15,2018,0.721101672
15,2019,0.71072886
16,2005,0.81755901
16,2006,0.787167737
16,2007,0.761757832
16,2008,0.728324121
16,2009,0.711300936
16,2010,0.70953969
16,2011,0.686638619
16,2012,0.678137007
16,2013,0.684830659
16,2014,0.641871974
16,2015,0.626233438
16,2016,0.639938051
16,2017,0.634691122
16,2018,0.642352875
16,2019,0.586112783
17,2005,0.999997929
17,2006,0.999998514
17,2007,0.999980708
17,2008,0.999983601
17,2009,0.999954469
17,2010,0.999983203
17,2011,0.999961324
17,2012,0.999939817
17,2013,0.999935826
17,2014,0.999885168
17,2015,0.99983997
17,2016,0.999905636
17,2017,0.999920044
17,2018,0.999907085
17,2019,0.998885461
18,2005,0.996252094
18,2006,0.998049383
18,2007,0.998048083
18,2008,0.998749315
18,2009,0.99878458
18,2010,0.998877496
18,2011,0.998942091
18,2012,0.999536512
18,2013,0.996821454
18,2014,0.998211445
18,2015,0.998448139
18,2016,0.998495524
18,2017,0.99906458
18,2018,0.99913602
18,2019,0.998739737
19,2005,0.999972562
19,2006,0.99996384
19,2007,1
19,2008,0.999959015
19,2009,0.999965891
19,2010,0.999959703
19,2011,0.999958276
19,2012,0.999971773
19,2013,0.999960079
19,2014,0.999978872
19,2015,0.999975551
19,2016,0.999982263
19,2017,0.999971131
19,2018,0.99997012
19,2019,0.998729239
20,2005,0.50491111
20,2006,0.489788446
20,2007,0.503634744
20,2008,0.532867131
20,2009,0.512943109
20,2010,0.468607843
20,2011,0.492846993
20,2012,0.46272524
20,2013,0.438782112
20,2014,0.449222648
20,2015,0.405670421
20,2016,0.34031878
20,2017,0.334177234
20,2018,0.327908512
20,2019,0.316626005
21,2005,0.349523627
21,2006,0.352499227
21,2007,0.341102787
21,2008,0.335760364
21,2009,0.30874813
21,2010,0.310419755
21,2011,0.320349051
21,2012,0.31684828
21,2013,0.293620916
21,2014,0.310565302
21,2015,0.280031748
21,2016,0.271671514
21,2017,0.255133888
21,2018,0.253855286
21,2019,0.253404082
24,2005,0.989746917
24,2006,0.992573262
24,2007,0.99059999
24,2008,0.982203311
24,2009,0.980426441
24,2010,0.975868469
24,2011,0.977322479
24,2012,0.975390285
24,2013,0.965155043
24,2014,0.975213987
24,2015,0.925192319
24,2016,0.921307972
24,2017,0.90756197
24,2018,0.907808578
24,2019,0.878134133
25,2005,0.527637852
25,2006,0.477466105
25,2007,0.444127941
25,2008,0.458012594
25,2009,0.444646034
25,2010,0.494757585
25,2011,0.477093675
25,2012,0.466353829
25,2013,0.554393388
25,2014,0.610378391
25,2015,0.57775339
25,2016,0.612857261
25,2017,0.61526279
25,2018,0.642165327
25,2019,0.668826618
25,2020,0.656522338
25,2021,0.644146908
26,2005,1
26,2006,1
26,2007,1
26,2008,1
26,2009,1
26,2010,1
26,2011,1
26,2012,1
26,2013,1
26,2014,1
26,2015,1
26,2016,1
26,2017,1
26,2018,1
26,2019,1
28,2005,1
28,2006,1
28,2007,1
28,2008,1
28,2009,1
28,2010,1
28,2011,1
28,2012,1
28,2013,1
28,2014,1
28,2015,1
28,2016,1
28,2017,1
28,2018,1
28,2019,1
29,2005,0.941557491
29,2006,0.958750226
29,2007,0.960806367
29,2008,0.96513507
29,2009,0.977773105
29,2010,0.986955923
29,2011,0.963251879
29,2012,0.961892345
29,2013,0.9598761
29,2014,0.977064367
29,2015,0.992253423
29,2016,0.994428718
29,2017,0.993158372
29,2018,0.99326854
29,2019,0.992432984
30,2005,1
30,2006,1
30,2007,1
30,2008,1
30,2009,1
30,2010,1
30,2011,1
30,2012,1
30,2013,1
30,2014,1
30,2015,1
30,2016,1
30,2017,1
30,2018,1
30,2019,1
31,2005,0.95434669
31,2006,0.977855272
31,2007,0.979972745
31,2008,1
31,2009,1
31,2010,1
31,2011,1
31,2012,1
31,2013,1
31,2014,1
31,2015,1
31,2016,1
31,2017,1
31,2018,1
31,2019,1
32,2005,0.974716002
32,2006,0.972723215
32,2007,0.963940871
32,2008,0.961746619
32,2009,1
32,2010,0.968839303
32,2011,0.97626091
32,2012,0.992581571
32,2013,0.995342643
32,2014,0.995603165
32,2015,0.991743693
32,2016,1
32,2017,1
32,2018,1
32,2019,1
33,2005,1
33,2006,1
33,2007,1
33,2008,1
33,2009,1
33,2010,1
33,2011,1
33,2012,1
33,2013,1
33,2014,1
33,2015,1
33,2016,1
33,2017,1
33,2018,1
33,2019,1
34,2005,1
34,2006,1
34,2007,1
34,2008,1
34,2009,1
34,2010,1
34,2011,1
34,2012,1
34,2013,1
34,2014,1
34,2015,1
34,2016,1
34,2017,1
34,2018,1
34,2019,1
35,2005,1
35,2006,1
35,2007,1
35,2008,1
35,2009,1
35,2010,1
35,2011,1
35,2012,1
35,2013,1
35,2014,1
35,2015,1
35,2016,1
35,2017,1
35,2018,1
35,2019,1
36,2005,1
36,2006,1
36,2007,1
36,2008,1
36,2009,1
36,2010,1
36,2011,1
36,2012,1
36,2013,1
36,2014,1
36,2015,1
36,2016,1
36,2017,1
36,2018,1
36,2019,1
37,2005,0.983679082
37,2006,0.994655703
37,2007,0.99245594
37,2008,0.986572177
37,2009,0.979816613
37,2010,0.982524677
37,2011,0.980256945
37,2012,0.979649337
37,2013,0.953122597
37,2014,0.959107287
37,2015,0.935301676
37,2016,0.932069409
37,2017,0.872983246
37,2018,0.836479662
37,2019,0.820092457
38,2005,1
38,2006,1
38,2007,1
38,2008,1
38,2009,1
38,2010,1
38,2011,1
38,2012,1
38,2013,1
38,2014,1
38,2015,1
38,2016,1
38,2017,1
38,2018,1
38,2019,1
39,2005,1
39,2006,1
39,2007,1
39,2008,1
39,2009,1
39,2010,1
39,2011,1
39,2012,1
39,2013,1
39,2014,1
39,2015,1
39,2016,1
39,2017,1
39,2018,1
39,2019,1
40,2005,0.975350656
40,2006,0.977679074
40,2007,0.986470539
40,2008,0.98001415
40,2009,0.980853601
40,2010,0.978984919
40,2011,0.983685385
40,2012,0.978217175
40,2013,0.973823133
40,2014,0.961706467
40,2015,0.969252771
40,2016,0.977304083
40,2017,0.95372032
40,2018,0.967956962
40,2019,0.972787566
41,2005,0.987053816
41,2006,0.991502469
41,2007,0.992679983
41,2008,0.995395898
41,2009,0.992188879
41,2010,0.994635091
41,2011,0.998853532
41,2012,0.998749986
41,2013,0.998641619
41,2014,1
41,2015,1
41,2016,1
41,2017,1
41,2018,1
41,2019,1
42,2005,0.930123532
42,2006,0.93322125
42,2007,0.937588542
42,2008,0.973619931
42,2009,0.970184389
42,2010,0.962080234
42,2011,0.964962379
42,2012,0.964349764
42,2013,0.976192335
42,2014,0.967779675
42,2015,0.96243571
42,2016,0.957258347
42,2017,0.964649024
42,2018,0.966440002
42,2019,0.959583956
43,2005,1
43,2006,1
43,2007,1
43,2008,1
43,2009,0.999733271
43,2010,0.998965289
43,2011,0.997774145
43,2012,0.997967228
43,2013,0.997877373
43,2014,0.998006772
43,2015,0.997251635
43,2016,0.997229425
43,2017,0.997392103
43,2018,0.997721949
43,2019,0.996753248
44,2005,1
44,2006,1
44,2007,1
44,2008,1
44,2009,1
44,2010,1
44,2011,1
44,2012,1
44,2013,1
44,2014,1
44,2015,1
44,2016,1
44,2017,1
44,2018,1
44,2019,1
45,2005,1
45,2006,1
45,2007,1
45,2008,1
45,2009,1
45,2010,1
45,2011,1
45,2012,1
45,2013,1
45,2014,1
45,2015,1
45,2016,1
45,2017,1
45,2018,1
45,2019,1
46,2005,1
46,2006,1
46,2007,1
46,2008,1
46,2009,1
46,2010,1
46,2011,1
46,2012,1
46,2013,1
46,2014,1
46,2015,1
46,2016,1
46,2017,1
46,2018,1
46,2019,1
47,2005,0.99874882
47,2006,0.998708931
47,2007,0.999175323
47,2008,0.998798653
47,2009,0.999036107
47,2010,0.999149263
47,2011,0.999525708
47,2012,1
47,2013,1
47,2014,1
47,2015,1
47,2016,1
47,2017,1
47,2018,1
47,2019,1
48,2005,0.999172086
48,2006,0.999248297
48,2007,0.999058745
48,2008,0.999078243
48,2009,0.999032047
48,2010,0.998868587
48,2011,0.998866883
48,2012,0.997846863
48,2013,0.99834131
48,2014,0.999056574
48,2015,0.999634508
48,2016,1
48,2017,0.998040811
48,2018,0.994623774
48,2019,0.993981245
49,2005,1
49,2006,1
49,2007,1
49,2008,1
49,2009,1
49,2010,1
49,2011,1
49,2012,1
49,2013,1
49,2014,1
49,2015,1
49,2016,1
49,2017,1
49,2018,1
49,2019,1
50,2005,0.890645091
50,2006,0.874880568
50,2007,0.837878092
50,2008,0.803161935
50,2009,0.80812888
50,2010,0.904283832
50,2011,0.908932456
50,2012,0.957903044
50,2013,0.818529099
50,2014,0.758824987
50,2015,0.704895014
50,2016,0.619661942
50,2017,0.536019473
50,2018,0.529184199
50,2019,0.492472248
51,2005,0.998179586
51,2006,0.99203613
51,2007,0.996948275
51,2008,0.998048171
51,2009,0.998319059
51,2010,0.998692581
51,2011,0.998089485
51,2012,0.999613731
51,2013,0.999652617
51,2014,0.9995955
51,2015,0.998743452
51,2016,0.997478135
51,2017,0.998193061
51,2018,0.999948094
51,2019,1
52,2005,0.999933608
52,2006,0.999968202
52,2007,0.999949375
52,2008,0.999934232
52,2009,0.99992439
52,2010,0.999882702
52,2011,0.999932754
52,2012,1
52,2013,0.999814734
52,2014,0.999813346
52,2015,0.999550881
52,2016,0.999828065
52,2017,0.999828065
52,2018,0.999828065
52,2019,0.999828065
53,2005,0.999851263
53,2006,0.999841396
53,2007,0.999830903
53,2008,0.999833777
53,2009,0.999831583
53,2010,0.999825782
53,2011,0.999820137
53,2012,0.999821657
53,2013,0.999818394
53,2014,0.999807495
53,2015,0.999804373
53,2016,0.999794158
53,2017,0.99979687
53,2018,0.999782342
53,2019,0.999766571
54,2005,0.990516943
54,2006,0.99077454
54,2007,0.97816088
54,2008,0.998261176
54,2009,0.997515361
54,2010,0.994066932
54,2011,0.994517832
54,2012,0.990477876
54,2013,0.990514562
54,2014,0.990728191
54,2015,0.963498226
54,2016,0.962627392
54,2017,0.962764213
54,2018,0.96026331
54,2019,0.969275641
55,2005,1
55,2006,1
55,2007,1
55,2008,1
55,2009,1
55,2010,1
55,2011,1
55,2012,1
55,2013,1
55,2014,1
55,2015,1
55,2016,1
55,2017,1
55,2018,1
55,2019,1
56,2005,1
56,2006,1
56,2007,1
56,2008,1
56,2009,1
56,2010,1
56,2011,1
56,2012,1
56,2013,1
56,2014,1
56,2015,1
56,2016,1
56,2017,1
56,2018,1
56,2019,1
57,2005,1
57,2006,1
57,2007,1
57,2008,1
57,2009,1
57,2010,1
57,2011,1
57,2012,1
57,2013,1
57,2014,1
57,2015,1
57,2016,1
57,2017,1
57,2018,1
57,2019,1
58,2005,1
58,2006,1
58,2007,1
58,2008,1
58,2009,1
58,2010,1
58,2011,1
58,2012,1
58,2013,1
58,2014,1
58,2015,1
58,2016,1
58,2017,1
58,2018,1
58,2019,1
59,2005,1
59,2006,1
59,2007,1
59,2008,1
59,2009,1
59,2010,1
59,2011,1
59,2012,1
59,2013,1
59,2014,1
59,2015,1
59,2016,1
59,2017,1
59,2018,1
59,2019,1
60,2005,1
60,2006,1
60,2007,1
60,2008,1
60,2009,1
60,2010,1
60,2011,1
60,2012,1
60,2013,1
60,2014,1
60,2015,1
60,2016,1
60,2017,1
60,2018,1
60,2019,1
61,2005,0.985462662
61,2006,0.979252967
61,2007,0.975684611
61,2008,0.964166428
61,2009,0.95757746
61,2010,0.9259713
61,2011,0.92708072
61,2012,0.910949444
61,2013,0.913532924
61,2014,0.891483714
61,2015,0.875327923
61,2016,0.845765612
61,2017,0.821703703
61,2018,0.792453439
61,2019,0.804446262
62,2005,0.999518175
62,2006,0.999198349
62,2007,0.99961539
62,2008,0.999499489
62,2009,0.999382128
62,2010,0.999464155
62,2011,0.999255841
62,2012,0.999140364
62,2013,0.999224369
62,2014,0.999196838
62,2015,0.998925678
62,2016,0.998968902
62,2017,0.998906389
62,2018,0.99857595
62,2019,0.99878124
63,2005,1
63,2006,1
63,2007,1
63,2008,1
63,2009,1
63,2010,1
63,2011,1
63,2012,1
63,2013,1
63,2014,1
63,2015,1
63,2016,1
63,2017,1
63,2018,1
63,2019,1
64,2005,1
64,2006,1
64,2007,1
64,2008,1
64,2009,1
64,2010,1
64,2011,1
64,2012,1
64,2013,1
64,2014,1
64,2015,1
64,2016,1
64,2017,1
64,2018,1
64,2019,1
65,2005,0.999745386
65,2006,0.999781509
65,2007,0.999823738
65,2008,0.999797764
65,2009,0.999795886
65,2010,0.999780829
65,2011,0.999723694
65,2012,0.999757615
65,2013,0.999756533
65,2014,0.999776937
65,2015,0.999736776
65,2016,0.999753179
65,2017,0.99971893
65,2018,0.999738927
65,2019,0.999744188
66,2005,0.999959792
66,2006,0.999946807
66,2007,0.999972652
66,2008,0.999956699
66,2009,0.999931738
66,2010,0.999689029
66,2011,0.999490075
66,2012,0.999433422
66,2013,0.999142568
66,2014,0.998305459
66,2015,0.995384994
66,2016,0.99817335
66,2017,0.998454028
66,2018,0.997920792
66,2019,0.998446582
67,2005,0.993557127
67,2006,0.992257732
67,2007,0.995908106
67,2008,0.996660295
67,2009,0.997963598
67,2010,1
67,2011,1
67,2012,1
67,2013,1
67,2014,1
67,2015,1
67,2016,1
67,2017,1
67,2018,1
67,2019,1
68,2005,0.389753943
68,2006,0.320386298
68,2007,0.361286474
68,2008,0.350925533
68,2009,0.417528992
68,2010,0.565707325
68,2011,0.335037118
68,2012,0.27203435
68,2013,0.425734662
68,2014,0.300741125
68,2015,0.303227977
68,2016,0.309956462
68,2017,0.236300199
68,2018,0.514668186
68,2019,0.257269753
69,2005,1
69,2006,1
69,2007,1
69,2008,1
69,2009,1
69,2010,1
69,2011,1
69,2012,1
69,2013,1
69,2014,1
69,2015,1
69,2016,1
69,2017,1
69,2018,1
69,2019,1
70,2005,1
70,2006,1
70,2007,1
70,2008,1
70,2009,1
70,2010,1
70,2011,1
70,2012,1
70,2013,1
70,2014,1
70,2015,1
70,2016,1
70,2017,1
70,2018,0.980524525
70,2019,0.988479238
71,2005,0.984825154
71,2006,0.985095716
71,2007,0.974723678
71,2008,0.9557924
71,2009,0.949862168
71,2010,0.940829205
71,2011,0.891357126
71,2012,0.828530493
71,2013,0.799347203
71,2014,0.75042328
71,2015,0.754468788
71,2016,0.787776404
71,2017,0.832304098
71,2018,0.809964197
71,2019,0.861321548
72,2005,1
72,2006,1
72,2007,1
72,2008,1
72,2009,1
72,2010,0.998301527
72,2011,0.99073308
72,2012,0.987795714
72,2013,0.989844015
72,2014,0.987012324
72,2015,0.995295141
72,2016,1
72,2017,1
72,2018,1
72,2019,1
73,2005,0.999666769
73,2006,0.999893296
73,2007,0.999919326
73,2008,0.999103196
73,2009,0.998623833
73,2010,0.997776519
73,2011,0.997674883
73,2012,0.994477623
73,2013,0.994658066
73,2014,0.996629822
73,2015,0.995620074
73,2016,0.99524454
73,2017,0.993205256
73,2018,0.988210461
73,2019,0.981549219
74,2005,1
74,2006,1
74,2007,1
74,2008,1
74,2009,1
74,2010,1
74,2011,1
74,2012,1
74,2013,1
74,2014,1
74,2015,0.997844479
74,2016,0.997533057
74,2017,0.997089865
74,2018,0.997017793
74,2019,0.997014926
75,2005,0.989442671
75,2006,0.986200531
75,2007,0.988622517
75,2008,0.98427408
75,2009,0.993483564
75,2010,0.986456591
75,2011,0.980869274
75,2012,0.96942227
75,2013,0.973207381
75,2014,0.961723154
75,2015,1
75,2016,1
75,2017,1
75,2018,1
75,2019,1
76,2005,0.863792033
76,2006,0.832933205
76,2007,0.802057603
76,2008,0.781543661
76,2009,0.766140833
76,2010,0.771188585
76,2011,0.74620469
76,2012,0.779158703
76,2013,0.682467109
76,2014,0.643987639
76,2015,0.638824852
76,2016,0.626446661
76,2017,0.548271897
76,2018,0.529140439
76,2019,0.481936736
77,2005,1
77,2006,1
77,2007,1
77,2008,1
77,2009,1
77,2010,1
77,2011,1
77,2012,1
77,2013,1
77,2014,1
77,2015,1
77,2016,1
77,2017,1
77,2018,1
77,2019,1
78,2005,0.998748928
78,2006,0.997674797
78,2007,0.996607735
78,2008,0.99570148
78,2009,0.995712437
78,2010,0.995496242
78,2011,0.995689352
78,2012,0.995282892
78,2013,0.998050681
78,2014,0.997931707
78,2015,0.998264402
78,2016,0.998024238
78,2017,0.997170356
78,2018,0.995926589
78,2019,0.996429213
79,2005,0.570296202
79,2006,0.551862384
79,2007,0.584528612
79,2008,0.669818863
79,2009,0.663580926
79,2010,0.554378806
79,2011,0.50395161
79,2012,0.466338628
79,2013,0.421824298
79,2014,0.484612529
79,2015,0.479453873
79,2016,0.385444671
79,2017,0.411102357
79,2018,0.336028684
79,2019,0.335465593
80,2005,0.50357956
80,2006,0.503432299
80,2007,0.486615767
80,2008,0.440951095
80,2009,0.437789997
80,2010,0.451730927
80,2011,0.41217988
80,2012,0.390613207
80,2013,0.362675785
80,2014,0.385489993
80,2015,0.35564041
80,2016,0.317345306
80,2017,0.301868654
80,2018,0.31069745
80,2019,0.314607662
81,2005,0.432200314
81,2006,0.487912072
81,2007,0.496029945
81,2008,0.446072733
81,2009,0.347806576
81,2010,0.319584357
81,2011,0.333174469
81,2012,0.30791698
81,2013,0.530095363
81,2014,0.779363129
81,2015,0.537701627
81,2016,0.846283118
81,2017,0.635799128
81,2018,0.812251812
81,2019,0.449358273
82,2005,0.633920367
82,2006,0.672051578
82,2007,0.678618591
82,2008,0.705996143
82,2009,0.645512393
82,2010,0.658672546
82,2011,0.468621934
82,2012,0.657117117
82,2013,0.645994258
82,2014,0.654820109
82,2015,0.540788499
82,2016,0.558951046
82,2017,0.528223922
82,2018,0.539262272
82,2019,0.401946118
84,2005,0.999702498
84,2006,0.999416065
84,2007,0.999376375
84,2008,0.999286233
84,2009,0.998913717
84,2010,0.998239518
84,2011,0.996819952
84,2012,0.996971623
84,2013,0.992149294
84,2014,0.996748706
84,2015,0.996541966
84,2016,0.983716464
84,2017,0.981949427
84,2018,0.98041602
84,2019,0.969182945
85,2005,1
85,2006,1
85,2007,1
85,2008,1
85,2009,1
85,2010,1
85,2011,1
85,2012,1
85,2013,1
85,2014,1
85,2015,1
85,2016,1
85,2017,1
85,2018,1
85,2019,1
86,2005,1
86,2006,1
86,2007,1
86,2008,1
86,2009,1
86,2010,1
86,2011,1
86,2012,1
86,2013,1
86,2014,1
86,2015,1
86,2016,1
86,2017,1
86,2018,1
86,2019,1
88,2005,1
88,2006,1
88,2007,1
88,2008,1
88,2009,1
88,2010,1
88,2011,1
88,2012,1
88,2013,1
88,2014,1
88,2015,1
88,2016,1
88,2017,1
88,2018,1
88,2019,1
89,2005,1
89,2006,1
89,2007,1
89,2008,1
89,2009,1
89,2010,1
89,2011,1
89,2012,1
89,2013,1
89,2014,1
89,2015,1
89,2016,1
89,2017,1
89,2018,1
89,2019,1
90,2005,1
90,2006,1
90,2007,1
90,2008,1
90,2009,1
90,2010,1
90,2011,1
90,2012,1
90,2013,1
90,2014,1
90,2015,1
90,2016,1
90,2017,1
90,2018,1
90,2019,1
91,2005,1
91,2006,1
91,2007,1
91,2008,1
91,2009,1
91,2010,1
91,2011,1
91,2012,1
91,2013,1
91,2014,1
91,2015,1
91,2016,1
91,2017,1
91,2018,1
91,2019,1
92,2005,1
92,2006,1
92,2007,1
92,2008,1
92,2009,1
92,2010,1
92,2011,1
92,2012,1
92,2013,1
92,2014,1
92,2015,1
92,2016,1
92,2017,1
92,2018,1
92,2019,1
93,2005,1
93,2006,1
93,2007,1
93,2008,1
93,2009,1
93,2010,1
93,2011,1
93,2012,1
93,2013,1
93,2014,1
93,2015,1
93,2016,1
93,2017,1
93,2018,1
93,2019,1
94,2005,1
94,2006,1
94,2007,1
94,2008,1
94,2009,1
94,2010,1
94,2011,1
94,2012,1
94,2013,1
94,2014,1
94,2015,1
94,2016,1
94,2017,1
94,2018,1
94,2019,1
95,2005,0.99999152
95,2006,0.9999958
95,2007,1
95,2008,1
95,2009,1
95,2010,1
95,2011,1
95,2012,1
95,2013,1
95,2014,1
95,2015,1
95,2016,1
95,2017,1
95,2018,1
95,2019,1
96,2005,1
96,2006,1
96,2007,1
96,2008,1
96,2009,1
96,2010,1
96,2011,1
96,2012,1
96,2013,1
96,2014,1
96,2015,1
96,2016,1
96,2017,1
96,2018,1
96,2019,1
97,2005,1
97,2006,1
97,2007,1
97,2008,1
97,2009,1
97,2010,1
97,2011,1
97,2012,1
97,2013,1
97,2014,1
97,2015,1
97,2016,1
97,2017,1
97,2018,1
97,2019,1
98,2005,1
98,2006,1
98,2007,1
98,2008,1
98,2009,1
98,2010,1
98,2011,1
98,2012,1
98,2013,1
98,2014,1
98,2015,1
98,2016,1
98,2017,1
98,2018,1
98,2019,1
99,2005,1
99,2006,1
99,2007,1
99,2008,1
99,2009,1
99,2010,1
99,2011,1
99,2012,1
99,2013,1
99,2014,1
99,2015,1
99,2016,1
99,2017,1
99,2018,1
99,2019,1
100,2005,1
100,2006,1
100,2007,1
100,2008,1
100,2009,1
100,2010,1
100,2011,1
100,2012,1
100,2013,1
100,2014,1
100,2015,1
100,2016,1
100,2017,1
100,2018,1
100,2019,1
101,2005,0.999204456
101,2006,0.998704886
101,2007,0.997851527
101,2008,0.997176196
101,2009,0.997287573
101,2010,0.998161452
101,2011,0.998163898
101,2012,0.998140044
101,2013,0.998642632
101,2014,0.998313389
101,2015,0.998646417
101,2016,0.998789457
101,2017,0.999055186
101,2018,0.99890312
101,2019,0.999065398
102,2005,0.994374065
102,2006,0.992360509
102,2007,0.99432716
102,2008,0.994591868
102,2009,0.992464188
102,2010,0.993439869
102,2011,0.990803007
102,2012,0.992758082
102,2013,0.985628274
102,2014,0.991304641
102,2015,0.989637311
102,2016,0.991500221
102,2017,0.988660993
102,2018,0.987152743
102,2019,0.988665007
103,2005,1
103,2006,1
103,2007,1
103,2008,1
103,2009,1
103,2010,1
103,2011,1
103,2012,1
103,2013,1
103,2014,1
103,2015,1
103,2016,1
103,2017,1
103,2018,1
103,2019,1
104,2005,1
104,2006,1
104,2007,1
104,2008,1
104,2009,1
104,2010,1
104,2011,1
104,2012,1
104,2013,1
104,2014,1
104,2015,1
104,2016,1
104,2017,1
104,2018,1
104,2019,1
105,2005,1
105,2006,1
105,2007,1
105,2008,1
105,2009,1
105,2010,1
105,2011,1
105,2012,1
105,2013,1
105,2014,1
105,2015,1
105,2016,1
105,2017,1
105,2018,1
105,2019,1
106,2005,1
106,2006,1
106,2007,1
106,2008,1
106,2009,1
106,2010,1
106,2011,1
106,2012,1
106,2013,0.999958874
106,2014,0.999956615
106,2015,0.999955274
106,2016,0.999957151
106,2017,0.999945162
106,2018,0.999941959
106,2019,0.999944694
107,2005,1
107,2006,1
107,2007,1
107,2008,1
107,2009,1
107,2010,1
107,2011,1
107,2012,1
107,2013,1
107,2014,1
107,2015,1
107,2016,1
107,2017,1
107,2018,1
107,2019,1
108,2005,1
108,2006,1
108,2007,1
108,2008,1
108,2009,1
108,2010,1
108,2011,1
108,2012,1
108,2013,1
108,2014,1
108,2015,1
108,2016,1
108,2017,1
108,2018,1
108,2019,1
110,2005,0.9989723
110,2006,0.999009566
110,2007,0.999020935
110,2008,0.999314688
110,2009,1
110,2010,1
110,2011,1
110,2012,1
110,2013,0.99962276
110,2014,0.999605143
110,2015,0.999606015
110,2016,0.99974863
110,2017,0.999658408
110,2018,0.999741653
110,2019,0.999731544
111,2005,0.99957844
111,2006,1
111,2007,1
111,2008,0.999978071
111,2009,0.999950392
111,2010,0.999953571
111,2011,0.999951887
111,2012,0.999946091
111,2013,0.999944464
111,2014,0.999941119
111,2015,0.999942197
111,2016,0.999945304
111,2017,0.999935457
111,2018,1
111,2019,1
112,2005,0.842905086
112,2006,0.855290377
